CustomerID,InvoiceDate,InvoiceNo,Quantity,UnitPrice,Description
10109,2023-02-14,501014,5,150.0,External SSD 1TB
10114,2023-12-26,501015,3,12.0,Screen Cleaning Kit
10279,2024-09-23,501016,1,150.0,External SSD 1TB
10048,2024-05-05,501017,2,30.0,Desk Lamp
10210,2024-09-07,501018,1,15.0,Laptop Stand
10130,2023-01-15,501019,1,120.0,24inch Monitor
10070,2024-04-08,501020,3,15.0,Laptop Stand
10063,2024-12-24,501021,1,3.5,USB-C Cable
10077,2024-05-08,501022,3,120.0,24inch Monitor
10047,2024-05-29,501023,3,150.0,External SSD 1TB
10193,2024-07-26,501024,2,5.0,Notebook
10026,2024-05-20,501025,1,9.99,Mouse Pad
10190,2024-08-31,501026,1,9.99,Mouse Pad
10295,2023-07-19,501027,2,120.0,24inch Monitor
10096,2024-09-20,501028,2,15.0,Laptop Stand
10153,2024-04-20,501029,2,120.0,24inch Monitor
10154,2023-08-02,501030,1,45.0,Mechanical Keyboard
10206,2023-08-09,501031,1,12.0,Screen Cleaning Kit
10195,2024-05-12,501032,2,2.0,Sticky Notes
10233,2024-03-20,501033,2,250.0,Office Chair
10285,2024-07-13,501034,3,2.0,Sticky Notes
10053,2024-12-24,501035,1,12.0,Screen Cleaning Kit
10297,2023-05-20,501036,2,120.0,24inch Monitor
10127,2023-04-24,501037,2,15.0,Laptop Stand
10129,2023-07-02,501038,1,5.0,Notebook
10197,2024-10-12,501039,1,8.99,HDMI Cable
10124,2024-02-15,501040,2,40.0,Ergonomic Pillow
10101,2023-05-24,501041,1,12.5,Wireless Mouse
10113,2024-11-21,501042,4,3.5,USB-C Cable
10149,2024-12-10,501043,2,55.0,Webcam HD
10078,2023-02-23,501044,1,40.0,Ergonomic Pillow
10186,2024-03-31,501045,2,25.5,Bluetooth Speaker
10137,2024-03-31,501046,2,8.99,HDMI Cable
10218,2024-08-07,501047,2,12.5,Wireless Mouse
10075,2024-04-04,501048,3,3.5,USB-C Cable
10130,2023-10-09,501049,3,30.0,Desk Lamp
10224,2023-12-04,501050,1,150.0,External SSD 1TB
10203,2023-11-26,501051,1,45.0,Mechanical Keyboard
10232,2023-03-25,501052,1,40.0,Ergonomic Pillow
10080,2024-04-04,501053,3,5.0,Cable Organizer
10294,2024-12-26,501054,1,5.0,Cable Organizer
10094,2023-07-08,501055,3,9.99,Mouse Pad
10060,2023-12-23,501056,2,9.99,Mouse Pad
10285,2023-05-11,501057,2,15.0,Laptop Stand
10171,2024-02-07,501058,2,3.5,USB-C Cable
10057,2024-01-21,501059,3,3.5,USB-C Cable
10004,2024-09-08,501060,1,5.0,Notebook
10105,2023-11-26,501061,2,30.0,Desk Lamp
10217,2023-09-06,501062,1,12.0,Screen Cleaning Kit
10032,2023-07-27,501063,3,25.5,Bluetooth Speaker
10145,2023-08-09,501064,10,200.0,Graphics Tablet
10208,2024-10-11,501065,1,40.0,Ergonomic Pillow
10056,2024-03-04,501066,3,40.0,Ergonomic Pillow
10218,2024-03-08,501067,2,200.0,Graphics Tablet
10115,2024-02-04,501068,10,8.99,HDMI Cable
10160,2024-11-03,501069,1,55.0,Webcam HD
10023,2023-03-02,501070,1,5.0,Cable Organizer
10173,2024-12-23,501071,2,5.0,Cable Organizer
10113,2023-11-09,501072,2,40.0,Ergonomic Pillow
10078,2024-11-17,501073,5,2.0,Sticky Notes
10040,2023-01-15,501074,1,40.0,Ergonomic Pillow
10210,2023-07-06,501075,2,89.99,Gaming Headset
10056,2023-07-01,501076,1,30.0,Desk Lamp
10027,2024-08-31,501077,1,5.0,Cable Organizer
10108,2023-11-30,501078,3,40.0,Ergonomic Pillow
10218,2024-11-23,501079,1,5.0,Cable Organizer
10196,2023-11-11,501080,1,2.0,Sticky Notes
10081,2023-07-14,501081,3,55.0,Webcam HD
10060,2024-09-21,501082,1,200.0,Graphics Tablet
10281,2023-04-28,501083,1,12.0,Screen Cleaning Kit
10160,2024-01-11,501084,1,89.99,Gaming Headset
10186,2023-04-26,501085,2,150.0,External SSD 1TB
10160,2023-10-16,501086,1,89.99,Gaming Headset
10033,2024-08-19,501087,1,2.0,Sticky Notes
10182,2023-10-29,501088,3,9.99,Mouse Pad
10246,2024-04-22,501089,4,8.5,Phone Stand
10270,2024-03-08,501090,1,200.0,Graphics Tablet
10124,2023-11-19,501091,3,250.0,Office Chair
10164,2023-03-21,501092,1,55.0,Webcam HD
10250,2024-05-22,501093,3,12.5,Wireless Mouse
10057,2024-05-25,501094,1,45.0,Mechanical Keyboard
10033,2023-09-12,501095,4,2.0,Sticky Notes
10183,2023-12-28,501096,3,5.0,Cable Organizer
10120,2023-07-18,501097,2,3.5,USB-C Cable
10066,2024-04-21,501098,4,3.5,USB-C Cable
10298,2023-11-29,501099,2,250.0,Office Chair
10200,2023-05-02,501100,2,150.0,External SSD 1TB
10250,2024-05-15,501101,1,15.0,Laptop Stand
10193,2023-08-03,501102,1,200.0,Graphics Tablet
10097,2023-02-26,501103,4,9.99,Mouse Pad
10218,2024-05-09,501104,1,12.5,Wireless Mouse
10051,2023-06-11,501105,1,5.0,Notebook
10092,2024-11-24,501106,3,15.0,Laptop Stand
10292,2023-02-18,501107,2,3.5,USB-C Cable
10115,2023-03-05,501108,4,25.5,Bluetooth Speaker
10273,2023-03-02,501109,1,9.99,Mouse Pad
10265,2024-12-07,501110,4,12.5,Wireless Mouse
10292,2024-03-19,501111,2,200.0,Graphics Tablet
10148,2024-08-01,501112,1,200.0,Graphics Tablet
10225,2023-05-23,501113,2,15.0,Laptop Stand
10067,2023-05-30,501114,3,25.5,Bluetooth Speaker
10062,2023-11-17,501115,5,150.0,External SSD 1TB
10098,2023-05-10,501116,3,3.5,USB-C Cable
10007,2023-09-16,501117,1,9.99,Mouse Pad
10052,2024-09-11,501118,1,30.0,Desk Lamp
10269,2023-11-10,501119,1,200.0,Graphics Tablet
10258,2023-02-28,501120,1,89.99,Gaming Headset
10013,2023-09-10,501121,1,250.0,Office Chair
10092,2024-01-20,501122,3,12.5,Wireless Mouse
10283,2024-06-24,501123,2,200.0,Graphics Tablet
10054,2023-04-09,501124,3,200.0,Graphics Tablet
10287,2024-12-20,501125,3,5.0,Cable Organizer
10299,2024-07-06,501126,1,12.5,Wireless Mouse
10133,2024-06-04,501127,2,89.99,Gaming Headset
10030,2024-05-06,501128,1,9.99,Mouse Pad
10255,2024-02-03,501129,1,89.99,Gaming Headset
10165,2023-07-27,501130,2,150.0,External SSD 1TB
10079,2024-12-13,501131,2,12.0,Screen Cleaning Kit
10140,2023-11-25,501132,3,30.0,Desk Lamp
10299,2023-03-30,501133,2,55.0,Webcam HD
10250,2024-05-21,501134,20,55.0,Webcam HD
10074,2024-10-13,501135,3,9.99,Mouse Pad
10216,2023-12-09,501136,1,45.0,Mechanical Keyboard
10086,2024-05-08,501137,2,45.0,Mechanical Keyboard
10121,2023-10-04,501138,1,25.5,Bluetooth Speaker
10151,2024-07-13,501139,1,5.0,Notebook
10205,2023-02-02,501140,2,89.99,Gaming Headset
10008,2023-09-15,501141,1,45.0,Mechanical Keyboard
10041,2024-10-28,501142,1,8.99,HDMI Cable
10055,2024-04-09,501143,2,55.0,Webcam HD
10196,2024-02-27,501144,1,12.0,Screen Cleaning Kit
10025,2023-02-19,501145,3,200.0,Graphics Tablet
10011,2023-12-18,501146,1,30.0,Desk Lamp
10227,2023-08-05,501147,3,30.0,Desk Lamp
10177,2024-12-04,501148,3,8.5,Phone Stand
10037,2024-11-06,501149,5,5.0,Cable Organizer
10224,2024-01-18,501150,5,120.0,24inch Monitor
10065,2024-03-21,501151,1,9.99,Mouse Pad
10187,2024-10-12,501152,2,250.0,Office Chair
10085,2024-07-18,501153,2,200.0,Graphics Tablet
10194,2023-05-14,501154,1,9.99,Mouse Pad
10041,2024-03-05,501155,1,12.0,Screen Cleaning Kit
10279,2023-08-01,501156,3,25.5,Bluetooth Speaker
10125,2024-10-05,501157,1,5.0,Cable Organizer
10203,2023-05-22,501158,2,2.0,Sticky Notes
10005,2024-05-26,501159,2,15.0,Laptop Stand
10045,2023-04-18,501160,1,8.99,HDMI Cable
10091,2024-09-28,501161,1,8.5,Phone Stand
10292,2024-05-06,501162,2,5.0,Cable Organizer
10242,2023-06-12,501163,3,45.0,Mechanical Keyboard
10137,2023-06-17,501164,3,250.0,Office Chair
10134,2023-01-09,501165,20,3.5,USB-C Cable
10148,2024-05-01,501166,2,3.5,USB-C Cable
10084,2023-04-17,501167,1,12.0,Screen Cleaning Kit
10279,2023-11-14,501168,1,5.0,Notebook
10035,2023-08-23,501169,1,3.5,USB-C Cable
10279,2023-09-30,501170,3,15.0,Laptop Stand
10192,2024-03-21,501171,1,5.0,Notebook
10155,2023-08-06,501172,1,150.0,External SSD 1TB
10292,2024-01-08,501173,2,55.0,Webcam HD
10273,2024-10-10,501174,1,25.5,Bluetooth Speaker
10275,2023-04-18,501175,1,200.0,Graphics Tablet
10145,2023-06-08,501176,3,40.0,Ergonomic Pillow
10170,2024-01-11,501177,4,40.0,Ergonomic Pillow
10158,2024-08-14,501178,1,15.0,Laptop Stand
10147,2023-02-25,501179,4,30.0,Desk Lamp
10189,2024-06-03,501180,5,8.5,Phone Stand
10217,2023-10-11,501181,1,30.0,Desk Lamp
10208,2024-06-06,501182,3,15.0,Laptop Stand
10053,2024-12-01,501183,4,2.0,Sticky Notes
10085,2023-10-16,501184,1,55.0,Webcam HD
10053,2023-09-01,501185,2,3.5,USB-C Cable
10225,2023-11-14,501186,2,25.5,Bluetooth Speaker
10127,2023-03-23,501187,1,8.99,HDMI Cable
10114,2024-09-07,501188,2,5.0,Cable Organizer
10176,2024-01-05,501189,2,25.5,Bluetooth Speaker
10254,2023-02-21,501190,1,8.5,Phone Stand
10151,2023-08-02,501191,2,55.0,Webcam HD
10032,2024-11-03,501192,4,250.0,Office Chair
10055,2024-02-25,501193,2,200.0,Graphics Tablet
10129,2024-07-24,501194,2,12.5,Wireless Mouse
10268,2023-01-06,501195,2,3.5,USB-C Cable
10021,2023-07-04,501196,1,15.0,Laptop Stand
10170,2023-02-03,501197,1,30.0,Desk Lamp
10217,2023-01-09,501198,4,8.99,HDMI Cable
10015,2024-02-27,501199,3,12.5,Wireless Mouse
10141,2023-07-11,501200,1,89.99,Gaming Headset
10122,2023-06-13,501201,10,40.0,Ergonomic Pillow
10130,2024-11-04,501202,1,25.5,Bluetooth Speaker
10053,2024-12-28,501203,1,25.5,Bluetooth Speaker
10274,2024-11-02,501204,1,12.0,Screen Cleaning Kit
10087,2024-12-17,501205,3,40.0,Ergonomic Pillow
10207,2024-10-08,501206,1,250.0,Office Chair
10217,2024-01-09,501207,5,12.5,Wireless Mouse
10196,2024-01-25,501208,1,30.0,Desk Lamp
10149,2024-03-01,501209,3,120.0,24inch Monitor
10010,2023-10-18,501210,2,12.0,Screen Cleaning Kit
10276,2023-01-26,501211,2,30.0,Desk Lamp
10149,2024-01-28,501212,1,2.0,Sticky Notes
10189,2023-02-13,501213,1,30.0,Desk Lamp
10291,2024-11-07,501214,5,12.0,Screen Cleaning Kit
10103,2024-01-16,501215,1,15.0,Laptop Stand
10258,2023-08-22,501216,2,12.0,Screen Cleaning Kit
10029,2023-09-07,501217,2,2.0,Sticky Notes
10293,2023-02-03,501218,1,5.0,Notebook
10115,2023-07-28,501219,3,2.0,Sticky Notes
10294,2023-01-11,501220,4,8.99,HDMI Cable
10025,2024-02-25,501221,3,200.0,Graphics Tablet
10125,2024-07-13,501222,5,12.0,Screen Cleaning Kit
10233,2023-06-29,501223,3,120.0,24inch Monitor
10279,2024-02-02,501224,4,120.0,24inch Monitor
10075,2024-06-07,501225,1,9.99,Mouse Pad
10228,2023-07-14,501226,1,30.0,Desk Lamp
10191,2024-11-14,501227,3,200.0,Graphics Tablet
10028,2024-06-18,501228,1,5.0,Notebook
10033,2023-07-31,501229,1,89.99,Gaming Headset
10217,2024-08-29,501230,3,15.0,Laptop Stand
10291,2024-05-29,501231,3,15.0,Laptop Stand
10241,2023-02-14,501232,1,3.5,USB-C Cable
10224,2024-04-03,501233,20,120.0,24inch Monitor
10152,2024-12-11,501234,3,3.5,USB-C Cable
10187,2023-01-26,501235,1,120.0,24inch Monitor
10211,2024-08-06,501236,2,8.99,HDMI Cable
10288,2024-09-03,501237,1,3.5,USB-C Cable
10145,2024-04-28,501238,2,45.0,Mechanical Keyboard
10184,2023-05-08,501239,1,40.0,Ergonomic Pillow
10283,2023-08-23,501240,5,15.0,Laptop Stand
10134,2024-10-05,501241,4,30.0,Desk Lamp
10040,2024-12-18,501242,2,9.99,Mouse Pad
10224,2024-09-24,501243,2,200.0,Graphics Tablet
10187,2023-02-17,501244,1,120.0,24inch Monitor
10219,2023-12-13,501245,2,89.99,Gaming Headset
10287,2024-12-18,501246,1,5.0,Notebook
10294,2024-01-15,501247,1,120.0,24inch Monitor
10279,2023-09-11,501248,1,89.99,Gaming Headset
10246,2024-03-16,501249,4,8.99,HDMI Cable
10148,2024-09-23,501250,2,250.0,Office Chair
10066,2023-02-10,501251,2,8.99,HDMI Cable
10180,2023-11-07,501252,2,30.0,Desk Lamp
10244,2024-05-19,501253,1,40.0,Ergonomic Pillow
10201,2024-01-25,501254,2,89.99,Gaming Headset
10066,2023-02-25,501255,2,25.5,Bluetooth Speaker
10296,2023-11-25,501256,1,5.0,Cable Organizer
10228,2023-10-04,501257,2,250.0,Office Chair
10227,2023-12-02,501258,3,200.0,Graphics Tablet
10252,2024-03-22,501259,2,250.0,Office Chair
10263,2023-12-02,501260,2,5.0,Notebook
10158,2024-05-05,501261,1,2.0,Sticky Notes
10159,2024-12-23,501262,2,3.5,USB-C Cable
10167,2023-08-24,501263,1,55.0,Webcam HD
10112,2024-05-15,501264,1,12.5,Wireless Mouse
10127,2024-02-23,501265,3,30.0,Desk Lamp
10242,2024-06-22,501266,2,89.99,Gaming Headset
10025,2024-11-14,501267,2,8.5,Phone Stand
10198,2023-01-14,501268,1,150.0,External SSD 1TB
10223,2023-06-28,501269,4,55.0,Webcam HD
10186,2023-08-17,501270,2,200.0,Graphics Tablet
10128,2023-09-04,501271,2,2.0,Sticky Notes
10271,2024-09-14,501272,2,8.5,Phone Stand
10150,2024-04-17,501273,3,8.5,Phone Stand
10015,2024-11-02,501274,1,55.0,Webcam HD
10015,2023-01-19,501275,1,8.5,Phone Stand
10114,2024-06-05,501276,1,89.99,Gaming Headset
10134,2023-03-14,501277,1,120.0,24inch Monitor
10042,2023-10-03,501278,4,2.0,Sticky Notes
10203,2024-03-26,501279,1,55.0,Webcam HD
10036,2024-10-15,501280,1,15.0,Laptop Stand
10240,2023-11-11,501281,1,150.0,External SSD 1TB
10162,2024-10-06,501282,1,8.5,Phone Stand
10250,2023-02-25,501283,2,8.5,Phone Stand
10212,2024-09-01,501284,2,12.0,Screen Cleaning Kit
10248,2023-11-19,501285,3,3.5,USB-C Cable
10292,2023-11-15,501286,2,8.99,HDMI Cable
10024,2024-12-04,501287,4,8.99,HDMI Cable
10120,2024-08-18,501288,2,200.0,Graphics Tablet
10049,2024-03-02,501289,1,3.5,USB-C Cable
10093,2024-11-12,501290,1,3.5,USB-C Cable
10168,2024-10-10,501291,1,25.5,Bluetooth Speaker
10142,2024-12-06,501292,1,150.0,External SSD 1TB
10197,2023-06-01,501293,2,120.0,24inch Monitor
10292,2024-12-10,501294,3,40.0,Ergonomic Pillow
10144,2023-08-11,501295,1,3.5,USB-C Cable
10105,2023-10-21,501296,2,250.0,Office Chair
10294,2024-11-26,501297,3,200.0,Graphics Tablet
10162,2023-07-21,501298,3,2.0,Sticky Notes
10197,2024-04-23,501299,1,5.0,Notebook
10118,2023-11-03,501300,2,120.0,24inch Monitor
10042,2024-07-15,501301,2,15.0,Laptop Stand
10002,2024-12-20,501302,2,5.0,Cable Organizer
10114,2024-06-16,501303,3,12.0,Screen Cleaning Kit
10160,2024-12-05,501304,1,200.0,Graphics Tablet
10015,2023-11-01,501305,5,89.99,Gaming Headset
10261,2023-08-19,501306,10,5.0,Cable Organizer
10030,2023-01-17,501307,4,40.0,Ergonomic Pillow
10298,2023-01-18,501308,2,15.0,Laptop Stand
10057,2023-12-27,501309,1,55.0,Webcam HD
10120,2023-10-05,501310,3,5.0,Notebook
10200,2024-10-02,501311,3,30.0,Desk Lamp
10043,2024-02-20,501312,2,12.0,Screen Cleaning Kit
10015,2023-04-14,501313,1,200.0,Graphics Tablet
10184,2023-09-09,501314,2,55.0,Webcam HD
10193,2023-07-28,501315,2,12.0,Screen Cleaning Kit
10111,2023-06-08,501316,1,250.0,Office Chair
10023,2024-10-29,501317,2,25.5,Bluetooth Speaker
10116,2024-05-27,501318,1,250.0,Office Chair
10049,2023-06-03,501319,2,3.5,USB-C Cable
10120,2024-02-29,501320,3,55.0,Webcam HD
10100,2023-09-21,501321,1,2.0,Sticky Notes
10226,2024-02-18,501322,1,3.5,USB-C Cable
10113,2023-09-30,501323,1,45.0,Mechanical Keyboard
10125,2023-09-22,501324,1,55.0,Webcam HD
10295,2023-09-22,501325,2,250.0,Office Chair
10065,2024-01-31,501326,2,15.0,Laptop Stand
10194,2024-05-16,501327,1,12.5,Wireless Mouse
10018,2023-05-15,501328,4,12.5,Wireless Mouse
10187,2024-08-04,501329,2,3.5,USB-C Cable
10079,2024-07-02,501330,3,55.0,Webcam HD
10292,2024-05-07,501331,2,55.0,Webcam HD
10093,2024-10-14,501332,1,2.0,Sticky Notes
10113,2024-06-28,501333,3,9.99,Mouse Pad
10074,2023-02-22,501334,1,12.5,Wireless Mouse
10168,2023-04-30,501335,2,45.0,Mechanical Keyboard
10220,2024-02-10,501336,4,5.0,Notebook
10084,2024-04-11,501337,3,150.0,External SSD 1TB
10103,2023-12-27,501338,2,8.99,HDMI Cable
10255,2024-04-24,501339,1,8.99,HDMI Cable
10150,2023-04-27,501340,1,9.99,Mouse Pad
10290,2024-12-23,501341,2,45.0,Mechanical Keyboard
10082,2024-06-01,501342,2,55.0,Webcam HD
10126,2024-07-18,501343,2,5.0,Notebook
10109,2023-07-23,501344,1,40.0,Ergonomic Pillow
10055,2024-06-11,501345,2,5.0,Cable Organizer
10063,2023-08-07,501346,2,150.0,External SSD 1TB
10002,2023-01-10,501347,2,25.5,Bluetooth Speaker
10248,2023-02-14,501348,2,3.5,USB-C Cable
10100,2024-06-05,501349,1,40.0,Ergonomic Pillow
10167,2024-03-27,501350,2,89.99,Gaming Headset
10238,2024-01-20,501351,2,9.99,Mouse Pad
10166,2023-06-27,501352,1,9.99,Mouse Pad
10214,2023-04-29,501353,3,8.5,Phone Stand
10244,2023-08-28,501354,1,250.0,Office Chair
10076,2024-12-05,501355,4,8.99,HDMI Cable
10094,2023-02-13,501356,1,2.0,Sticky Notes
10089,2023-06-28,501357,10,15.0,Laptop Stand
10021,2023-01-05,501358,1,120.0,24inch Monitor
10133,2024-07-17,501359,3,2.0,Sticky Notes
10060,2024-09-08,501360,1,2.0,Sticky Notes
10173,2023-07-20,501361,1,12.5,Wireless Mouse
10067,2023-03-19,501362,2,8.5,Phone Stand
10026,2024-06-29,501363,1,8.99,HDMI Cable
10019,2024-06-19,501364,2,9.99,Mouse Pad
10187,2024-02-08,501365,1,150.0,External SSD 1TB
10066,2023-02-04,501366,1,9.99,Mouse Pad
10270,2024-08-04,501367,3,25.5,Bluetooth Speaker
10026,2023-06-17,501368,1,8.99,HDMI Cable
10299,2023-03-18,501369,3,120.0,24inch Monitor
10119,2023-07-31,501370,1,5.0,Notebook
10281,2024-03-29,501371,1,55.0,Webcam HD
10285,2023-04-14,501372,1,12.5,Wireless Mouse
10097,2024-04-02,501373,2,15.0,Laptop Stand
10257,2023-08-20,501374,1,5.0,Cable Organizer
10063,2024-12-03,501375,2,30.0,Desk Lamp
10245,2024-02-19,501376,5,250.0,Office Chair
10025,2023-01-31,501377,1,12.0,Screen Cleaning Kit
10282,2024-03-05,501378,4,40.0,Ergonomic Pillow
10112,2023-02-13,501379,2,8.5,Phone Stand
10215,2023-12-18,501380,1,8.99,HDMI Cable
10051,2024-04-07,501381,1,3.5,USB-C Cable
10249,2023-09-04,501382,1,5.0,Cable Organizer
10223,2023-12-14,501383,2,120.0,24inch Monitor
10261,2023-06-10,501384,1,5.0,Notebook
10183,2023-10-24,501385,2,9.99,Mouse Pad
10239,2024-10-07,501386,3,3.5,USB-C Cable
10174,2024-01-23,501387,2,2.0,Sticky Notes
10249,2023-03-21,501388,1,12.5,Wireless Mouse
10047,2023-10-13,501389,2,12.0,Screen Cleaning Kit
10186,2023-01-14,501390,1,5.0,Cable Organizer
10024,2024-03-28,501391,1,200.0,Graphics Tablet
10157,2023-01-08,501392,1,8.5,Phone Stand
10244,2024-06-05,501393,4,3.5,USB-C Cable
10088,2024-01-14,501394,2,12.0,Screen Cleaning Kit
10036,2024-09-19,501395,4,5.0,Notebook
10156,2024-06-08,501396,2,12.0,Screen Cleaning Kit
10265,2024-08-14,501397,1,12.5,Wireless Mouse
10077,2023-03-30,501398,2,150.0,External SSD 1TB
10056,2024-10-13,501399,3,200.0,Graphics Tablet
10041,2023-07-30,501400,3,150.0,External SSD 1TB
10037,2024-11-20,501401,1,200.0,Graphics Tablet
10164,2023-02-03,501402,2,8.99,HDMI Cable
10139,2024-10-29,501403,2,12.0,Screen Cleaning Kit
10201,2024-06-08,501404,1,5.0,Cable Organizer
10286,2024-12-25,501405,2,5.0,Cable Organizer
10114,2023-09-11,501406,1,150.0,External SSD 1TB
10166,2024-03-27,501407,2,30.0,Desk Lamp
10120,2023-08-29,501408,1,120.0,24inch Monitor
10204,2024-02-27,501409,4,200.0,Graphics Tablet
10050,2023-09-20,501410,2,89.99,Gaming Headset
10096,2023-09-03,501411,1,40.0,Ergonomic Pillow
10011,2023-09-23,501412,4,55.0,Webcam HD
10006,2023-08-08,501413,2,8.5,Phone Stand
10138,2024-07-16,501414,3,15.0,Laptop Stand
10096,2023-01-28,501415,4,9.99,Mouse Pad
10218,2024-01-19,501416,2,9.99,Mouse Pad
10290,2023-09-05,501417,2,12.5,Wireless Mouse
10038,2024-09-09,501418,1,150.0,External SSD 1TB
10048,2023-01-10,501419,2,89.99,Gaming Headset
10030,2024-12-26,501420,2,5.0,Notebook
10247,2024-02-10,501421,4,89.99,Gaming Headset
10251,2024-03-27,501422,1,9.99,Mouse Pad
10202,2024-04-15,501423,3,12.5,Wireless Mouse
10174,2023-04-26,501424,1,3.5,USB-C Cable
10083,2024-08-22,501425,1,25.5,Bluetooth Speaker
10125,2024-01-23,501426,4,8.99,HDMI Cable
10248,2024-08-28,501427,1,150.0,External SSD 1TB
10102,2023-01-22,501428,2,8.5,Phone Stand
10032,2024-07-24,501429,1,3.5,USB-C Cable
10219,2024-07-03,501430,1,15.0,Laptop Stand
10012,2023-06-09,501431,1,250.0,Office Chair
10151,2023-03-06,501432,3,8.5,Phone Stand
10056,2023-12-22,501433,3,2.0,Sticky Notes
10202,2023-08-03,501434,2,5.0,Cable Organizer
10259,2023-12-25,501435,1,12.0,Screen Cleaning Kit
10267,2024-03-12,501436,1,15.0,Laptop Stand
10195,2024-03-19,501437,4,120.0,24inch Monitor
10048,2023-04-28,501438,4,200.0,Graphics Tablet
10298,2023-05-14,501439,2,5.0,Notebook
10120,2023-04-03,501440,2,55.0,Webcam HD
10083,2023-11-18,501441,2,8.5,Phone Stand
10082,2023-10-16,501442,1,9.99,Mouse Pad
10026,2024-01-21,501443,4,8.5,Phone Stand
10119,2023-02-09,501444,1,5.0,Cable Organizer
10027,2023-04-23,501445,4,15.0,Laptop Stand
10204,2023-01-21,501446,1,40.0,Ergonomic Pillow
10146,2023-12-05,501447,1,12.5,Wireless Mouse
10046,2024-03-12,501448,1,8.5,Phone Stand
10204,2023-03-31,501449,1,45.0,Mechanical Keyboard
10075,2023-08-01,501450,2,55.0,Webcam HD
10050,2024-03-22,501451,1,3.5,USB-C Cable
10177,2024-11-13,501452,5,15.0,Laptop Stand
10262,2023-05-08,501453,3,12.0,Screen Cleaning Kit
10004,2023-02-20,501454,2,120.0,24inch Monitor
10164,2024-08-31,501455,1,120.0,24inch Monitor
10281,2024-03-05,501456,1,25.5,Bluetooth Speaker
10115,2023-12-11,501457,4,120.0,24inch Monitor
10036,2024-08-01,501458,2,40.0,Ergonomic Pillow
10255,2024-04-13,501459,1,55.0,Webcam HD
10069,2024-11-23,501460,1,25.5,Bluetooth Speaker
10124,2024-01-26,501461,1,12.5,Wireless Mouse
10032,2023-07-13,501462,1,8.99,HDMI Cable
10269,2023-02-26,501463,2,55.0,Webcam HD
10166,2023-02-25,501464,3,120.0,24inch Monitor
10151,2023-11-30,501465,1,3.5,USB-C Cable
10033,2023-11-04,501466,3,9.99,Mouse Pad
10081,2023-09-03,501467,2,9.99,Mouse Pad
10179,2023-05-20,501468,1,2.0,Sticky Notes
10214,2023-01-06,501469,1,150.0,External SSD 1TB
10066,2023-05-20,501470,1,15.0,Laptop Stand
10022,2023-11-29,501471,1,8.5,Phone Stand
10294,2024-11-03,501472,1,5.0,Cable Organizer
10064,2023-08-30,501473,1,55.0,Webcam HD
10039,2024-08-03,501474,2,9.99,Mouse Pad
10214,2023-05-22,501475,2,8.5,Phone Stand
10111,2024-07-01,501476,1,30.0,Desk Lamp
10070,2024-08-02,501477,4,3.5,USB-C Cable
10243,2023-11-20,501478,1,12.0,Screen Cleaning Kit
10031,2024-04-01,501479,1,150.0,External SSD 1TB
10291,2023-04-05,501480,1,25.5,Bluetooth Speaker
10117,2023-04-29,501481,3,200.0,Graphics Tablet
10221,2023-12-07,501482,4,5.0,Cable Organizer
10067,2024-09-23,501483,3,3.5,USB-C Cable
10128,2024-08-09,501484,1,12.5,Wireless Mouse
10051,2024-12-17,501485,1,8.5,Phone Stand
10011,2023-03-27,501486,1,12.5,Wireless Mouse
10236,2023-01-05,501487,2,45.0,Mechanical Keyboard
10176,2024-11-11,501488,2,25.5,Bluetooth Speaker
10035,2024-03-18,501489,4,250.0,Office Chair
10035,2023-10-12,501490,2,40.0,Ergonomic Pillow
10142,2023-05-10,501491,4,89.99,Gaming Headset
10222,2023-12-30,501492,4,40.0,Ergonomic Pillow
10048,2024-03-07,501493,1,5.0,Notebook
10266,2023-06-17,501494,1,3.5,USB-C Cable
10283,2023-11-26,501495,2,3.5,USB-C Cable
10152,2023-05-28,501496,2,15.0,Laptop Stand
10006,2024-03-16,501497,5,120.0,24inch Monitor
10173,2023-11-23,501498,1,2.0,Sticky Notes
10166,2023-04-19,501499,2,250.0,Office Chair
10049,2024-11-16,501500,2,250.0,Office Chair
10190,2024-03-15,501501,1,200.0,Graphics Tablet
10257,2024-04-12,501502,1,55.0,Webcam HD
10257,2024-07-22,501503,2,3.5,USB-C Cable
10066,2023-01-17,501504,2,200.0,Graphics Tablet
10240,2023-11-19,501505,3,2.0,Sticky Notes
10261,2023-06-17,501506,1,12.0,Screen Cleaning Kit
10126,2024-11-30,501507,2,150.0,External SSD 1TB
10256,2023-05-18,501508,2,5.0,Cable Organizer
10148,2024-03-06,501509,2,5.0,Notebook
10052,2023-03-01,501510,4,9.99,Mouse Pad
10125,2024-04-29,501511,1,9.99,Mouse Pad
10032,2023-06-28,501512,1,8.5,Phone Stand
10012,2023-12-23,501513,1,45.0,Mechanical Keyboard
10210,2023-11-29,501514,2,30.0,Desk Lamp
10131,2024-11-24,501515,1,8.5,Phone Stand
10010,2024-03-12,501516,3,3.5,USB-C Cable
10168,2024-02-19,501517,1,55.0,Webcam HD
10122,2023-10-28,501518,4,250.0,Office Chair
10119,2024-07-01,501519,2,8.5,Phone Stand
10147,2023-05-20,501520,1,15.0,Laptop Stand
10061,2024-12-01,501521,1,12.0,Screen Cleaning Kit
10181,2023-03-06,501522,3,3.5,USB-C Cable
